name,type,lineno,args_count,complexity,docstring_len,decorators_count
delete,function,12,1,1,0,1
main,function,9,1,2,0,1
main,function,7,1,2,0,1
main,function,9,1,3,0,1
main,function,9,1,3,0,1
main,function,7,1,3,0,1
main,function,9,1,3,0,1
main,function,9,1,2,0,1
main,function,7,1,2,0,1
main,function,9,1,2,0,1
main,function,7,1,2,0,1
__init__,function,7,2,1,0,0
__str__,function,10,1,1,0,0
parse_custom_class,function,14,1,1,0,0
main,function,22,2,1,0,1
__init__,function,5,2,1,0,0
__str__,function,8,1,1,0,0
parse_custom_class,function,12,1,1,0,0
main,function,20,2,1,0,1
__init__,function,8,2,1,0,0
__repr__,function,11,1,1,0,0
convert,function,18,4,1,0,0
main,function,26,2,1,0,1
__init__,function,6,2,1,0,0
__repr__,function,9,1,1,0,0
convert,function,16,4,1,0,0
main,function,24,2,1,0,1
main,function,9,1,1,0,1
main,function,10,1,1,0,1
main,function,9,1,1,0,1
main,function,16,1,1,0,1
main,function,17,1,1,0,1
main,function,16,1,1,0,1
main,function,17,1,2,0,1
main,function,16,1,2,0,1
main,function,9,1,1,0,1
main,function,9,1,1,0,1
main,function,9,1,1,0,1
main,function,9,1,1,0,1
main,function,9,1,2,0,1
main,function,7,1,2,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,2,0,1
main,function,7,1,2,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,7,4,1,0,1
main,function,9,3,1,0,1
main,function,7,3,1,0,1
main,function,9,3,1,0,1
main,function,7,3,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,10,1,5,0,1
main,function,10,1,5,0,1
main,function,9,1,5,0,1
main,function,10,1,5,0,1
main,function,10,1,1,0,1
main,function,9,1,1,0,1
main,function,9,1,1,0,1
name_callback,function,8,1,2,0,0
main,function,15,1,1,0,1
name_callback,function,8,1,2,0,0
main,function,15,1,1,0,1
name_callback,function,6,1,2,0,0
main,function,13,1,1,0,1
name_callback,function,8,1,2,0,0
main,function,15,1,1,0,1
name_callback,function,8,1,2,0,0
main,function,16,1,1,0,1
name_callback,function,8,1,2,0,0
main,function,16,1,1,0,1
name_callback,function,6,1,2,0,0
main,function,14,1,1,0,1
name_callback,function,8,1,2,0,0
main,function,16,1,1,0,1
name_callback,function,8,2,3,0,0
main,function,18,1,1,0,1
name_callback,function,8,2,3,0,0
main,function,18,1,1,0,1
name_callback,function,6,2,3,0,0
main,function,16,1,1,0,1
name_callback,function,8,2,3,0,0
main,function,18,1,1,0,1
name_callback,function,8,3,3,0,0
main,function,18,1,1,0,1
name_callback,function,8,3,3,0,0
main,function,18,1,1,0,1
name_callback,function,6,3,3,0,0
main,function,16,1,1,0,1
name_callback,function,8,3,3,0,0
main,function,18,1,1,0,1
main,function,9,3,2,89,1
main,function,7,3,2,89,1
main,function,9,4,2,89,1
main,function,7,4,2,89,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,1,1,0,1
main,function,7,1,1,0,1
main,function,9,2,2,0,1
main,function,7,2,2,0,1
main,function,9,2,1,0,1
main,function,7,2,1,0,1
main,function,9,2,1,0,1
main,function,7,2,1,0,1
